Date,Open,High,Low,Close,Adj Close,Volume
2022-07-27,3933.000000,3960.000000,3845.149902,3883.850098,3883.850098,514997
2022-07-28,3884.000000,3913.699951,3847.000000,3858.250000,3858.250000,423758
2022-07-29,3899.000000,3952.250000,3878.000000,3914.449951,3914.449951,412805
2022-08-01,3919.949951,3988.250000,3915.000000,3973.300049,3973.300049,459482
2022-08-02,3973.300049,4005.000000,3941.350098,3996.199951,3996.199951,398168
2022-08-03,3999.000000,4010.000000,3963.050049,4003.449951,4003.449951,312355
2022-08-04,4011.000000,4035.000000,3976.000000,4011.699951,4011.699951,310996
2022-08-05,4025.000000,4038.250000,3993.050049,4013.100098,4013.100098,287542
2022-08-08,4013.000000,4039.899902,4000.000000,4022.649902,4022.649902,238574
2022-08-10,4014.000000,4066.000000,4014.000000,4034.850098,4034.850098,218912
2022-08-11,4050.100098,4058.250000,4022.350098,4033.500000,4033.500000,277432
2022-08-12,4033.500000,4060.000000,4013.750000,4038.000000,4038.000000,217139
2022-08-16,4038.000000,4100.000000,4038.000000,4091.149902,4091.149902,302627
2022-08-17,4095.100098,4120.450195,4060.000000,4067.899902,4067.899902,313179
2022-08-18,4079.000000,4079.000000,4040.500000,4060.649902,4060.649902,451908
2022-08-19,4052.000000,4088.449951,4050.000000,4074.550049,4074.550049,223883
2022-08-22,4030.000000,4073.399902,4008.800049,4041.600098,4041.600098,388178
2022-08-23,4025.000000,4072.850098,4016.050049,4064.449951,4064.449951,172256
2022-08-24,4050.449951,4083.949951,4050.449951,4065.750000,4065.750000,245586
2022-08-25,4073.000000,4095.649902,4051.100098,4062.949951,4062.949951,374693
2022-08-26,4075.000000,4124.350098,4041.449951,4054.399902,4054.399902,453561
2022-08-29,4024.949951,4050.000000,3985.500000,4030.050049,4030.050049,608621
2022-08-30,4050.250000,4128.950195,4011.550049,4084.850098,4084.850098,740581
2022-09-01,4010.000000,4131.750000,4010.000000,4076.300049,4076.300049,510034
2022-09-02,4080.000000,4102.799805,4025.399902,4030.899902,4030.899902,556543
2022-09-05,4050.000000,4055.850098,3944.300049,3956.649902,3956.649902,799837
2022-09-06,3962.000000,3990.000000,3919.500000,3929.399902,3929.399902,508096
2022-09-07,3915.000000,3937.500000,3811.199951,3845.649902,3845.649902,724097
2022-09-08,3864.899902,3879.949951,3840.000000,3846.600098,3846.600098,493973
2022-09-09,3865.850098,3880.000000,3835.000000,3848.600098,3848.600098,485613
2022-09-12,3840.000000,3889.800049,3825.000000,3870.300049,3870.300049,369281
2022-09-13,3865.000000,3890.000000,3855.000000,3866.500000,3866.500000,507487
2022-09-14,3815.000000,3918.949951,3811.600098,3850.250000,3850.250000,576311
2022-09-15,3865.000000,3884.600098,3751.350098,3768.000000,3768.000000,351737
2022-09-16,3800.000000,3800.000000,3676.100098,3689.550049,3689.550049,579176
2022-09-19,3700.000000,3731.850098,3661.100098,3708.250000,3708.250000,454942
2022-09-20,3726.800049,3807.899902,3725.000000,3768.600098,3768.600098,268923
2022-09-21,3773.850098,3807.449951,3724.000000,3730.600098,3730.600098,197924
2022-09-22,3720.000000,3760.000000,3700.000000,3728.899902,3728.899902,149651
2022-09-23,3730.000000,3770.000000,3683.000000,3698.899902,3698.899902,158122
2022-09-26,3668.899902,3686.750000,3566.000000,3574.500000,3574.500000,517637
2022-09-27,3590.000000,3594.949951,3510.100098,3541.899902,3541.899902,344198
2022-09-28,3525.000000,3573.899902,3505.000000,3545.899902,3545.899902,181128
2022-09-29,3563.000000,3563.850098,3465.050049,3476.699951,3476.699951,350931
2022-09-30,3486.500000,3553.949951,3461.250000,3527.750000,3527.750000,276996
2022-10-03,3527.750000,3559.899902,3475.000000,3515.350098,3515.350098,442640
2022-10-04,3550.500000,3599.899902,3539.199951,3579.600098,3579.600098,317554
2022-10-06,3597.500000,3617.149902,3570.000000,3594.649902,3594.649902,353529
2022-10-07,3580.050049,3668.899902,3580.000000,3603.550049,3603.550049,591544
2022-10-10,3557.350098,3624.899902,3529.050049,3616.949951,3616.949951,240975
2022-10-11,3635.050049,3635.050049,3519.600098,3528.750000,3528.750000,258827
2022-10-12,3546.399902,3653.000000,3515.850098,3624.500000,3624.500000,496229
2022-10-13,3616.850098,3648.800049,3590.000000,3604.800049,3604.800049,336605
2022-10-14,3659.949951,3663.000000,3552.149902,3570.500000,3570.500000,499983
2022-10-17,3580.000000,3674.800049,3578.000000,3629.000000,3629.000000,921084
2022-10-18,3647.149902,3664.850098,3602.100098,3611.300049,3611.300049,496519
2022-10-19,3629.399902,3716.949951,3623.750000,3655.850098,3655.850098,456361
2022-10-20,3629.350098,3703.899902,3586.000000,3691.850098,3691.850098,310251
2022-10-21,3699.000000,3720.350098,3641.750000,3668.600098,3668.600098,207556
2022-10-24,3715.000000,3720.000000,3680.000000,3699.800049,3699.800049,29986
2022-10-25,3699.000000,3727.000000,3644.000000,3654.100098,3654.100098,351456
2022-10-27,3690.600098,3690.600098,3606.149902,3622.300049,3622.300049,333703
2022-10-28,3640.449951,3719.000000,3631.000000,3670.699951,3670.699951,500485
2022-10-31,3689.100098,3706.350098,3659.100098,3671.850098,3671.850098,314769
2022-11-01,3686.550049,3744.199951,3663.000000,3732.699951,3732.699951,514106
2022-11-02,3746.000000,3746.000000,3693.600098,3736.800049,3736.800049,317571
2022-11-03,3754.000000,3814.000000,3731.050049,3773.500000,3773.500000,637882
2022-11-04,3779.449951,3809.899902,3762.899902,3771.100098,3771.100098,230932
2022-11-07,3790.000000,3818.649902,3758.500000,3769.850098,3769.850098,272013
2022-11-09,3790.000000,3794.000000,3717.850098,3739.550049,3739.550049,249436
2022-11-10,3739.550049,3770.000000,3717.000000,3724.600098,3724.600098,291055
2022-11-11,3743.250000,3783.949951,3708.500000,3727.649902,3727.649902,268871
2022-11-14,3746.300049,3768.000000,3710.449951,3726.000000,3726.000000,200313
2022-11-15,3726.050049,3789.000000,3726.050049,3764.149902,3764.149902,296104
2022-11-16,3757.000000,3798.500000,3739.649902,3747.449951,3747.449951,329588
2022-11-17,3749.000000,3767.350098,3678.399902,3694.149902,3694.149902,185433
2022-11-18,3694.149902,3706.850098,3621.000000,3632.949951,3632.949951,327528
2022-11-21,3615.000000,3645.800049,3606.399902,3619.500000,3619.500000,226673
2022-11-22,3636.000000,3643.000000,3585.000000,3619.100098,3619.100098,322261
2022-11-23,3622.199951,3654.149902,3595.000000,3607.850098,3607.850098,340707
2022-11-24,3617.199951,3629.649902,3598.449951,3620.149902,3620.149902,397640
2022-11-25,3632.250000,3652.699951,3601.000000,3640.250000,3640.250000,224797
2022-11-28,3630.199951,3710.000000,3630.199951,3676.699951,3676.699951,185431
2022-11-29,3680.350098,3697.000000,3652.000000,3660.100098,3660.100098,134922
2022-11-30,3674.949951,3772.899902,3671.000000,3750.699951,3750.699951,1267676
2022-12-01,3744.050049,3744.050049,3594.350098,3707.600098,3707.600098,514227
2022-12-02,3707.000000,3712.350098,3640.800049,3659.350098,3659.350098,349992
2022-12-05,3672.000000,3672.000000,3638.000000,3659.899902,3659.899902,163476
2022-12-06,3652.000000,3699.800049,3642.100098,3694.800049,3694.800049,251515
2022-12-07,3694.800049,3708.550049,3629.550049,3634.649902,3634.649902,167024
2022-12-08,3635.050049,3658.550049,3618.000000,3636.149902,3636.149902,141912
2022-12-09,3650.000000,3669.300049,3601.000000,3616.949951,3616.949951,166035
2022-12-12,3616.949951,3624.600098,3573.550049,3596.750000,3596.750000,171844
2022-12-13,3614.750000,3642.000000,3591.300049,3636.750000,3636.750000,126272
2022-12-14,3650.000000,3667.949951,3641.000000,3652.050049,3652.050049,132320
2022-12-15,3635.000000,3656.000000,3610.000000,3619.300049,3619.300049,161541
2022-12-16,3613.750000,3627.899902,3539.000000,3549.600098,3549.600098,228381
2022-12-19,3567.350098,3636.350098,3550.000000,3629.750000,3629.750000,238078
2022-12-20,3634.000000,3634.000000,3581.399902,3613.600098,3613.600098,152284
2022-12-21,3615.000000,3657.149902,3592.600098,3611.050049,3611.050049,149348
2022-12-22,3629.149902,3647.899902,3581.550049,3600.850098,3600.850098,158182
2022-12-23,3580.000000,3600.000000,3533.000000,3541.800049,3541.800049,122024
2022-12-26,3542.000000,3574.800049,3524.050049,3552.199951,3552.199951,140091
2022-12-27,3555.000000,3600.000000,3550.000000,3590.949951,3590.949951,115917
2022-12-28,3580.000000,3604.949951,3550.000000,3586.850098,3586.850098,229748
2022-12-29,3579.000000,3600.000000,3540.000000,3568.800049,3568.800049,748244
2022-12-30,3580.000000,3643.100098,3567.649902,3616.050049,3616.050049,287867
2023-01-02,3617.000000,3620.000000,3520.449951,3573.949951,3573.949951,471328
2023-01-03,3562.500000,3620.000000,3562.500000,3601.699951,3601.699951,218996
2023-01-04,3588.000000,3602.550049,3543.500000,3552.850098,3552.850098,250071
2023-01-05,3568.000000,3632.500000,3558.350098,3621.149902,3621.149902,294998
2023-01-06,3618.000000,3648.000000,3598.000000,3642.250000,3642.250000,173591
2023-01-09,3660.500000,3669.000000,3606.000000,3620.750000,3620.750000,200031
2023-01-10,3630.600098,3636.000000,3563.300049,3574.199951,3574.199951,247609
2023-01-11,3585.000000,3589.949951,3531.050049,3538.050049,3538.050049,308958
2023-01-12,3538.050049,3580.000000,3520.050049,3570.300049,3570.300049,182941
2023-01-13,3580.000000,3617.850098,3555.149902,3605.300049,3605.300049,180876
2023-01-16,3609.949951,3620.949951,3560.000000,3583.149902,3583.149902,226147
2023-01-17,3590.000000,3612.699951,3568.149902,3606.949951,3606.949951,106465
2023-01-18,3625.000000,3638.750000,3579.000000,3609.899902,3609.899902,306275
2023-01-19,3599.949951,3628.949951,3572.000000,3575.949951,3575.949951,226186
2023-01-20,3583.050049,3586.600098,3551.250000,3572.750000,3572.750000,191361
2023-01-23,3583.500000,3627.000000,3571.000000,3623.550049,3623.550049,173482
2023-01-24,3626.000000,3696.100098,3611.449951,3686.500000,3686.500000,212778
2023-01-25,3689.000000,3740.000000,3673.699951,3717.399902,3717.399902,375571
2023-01-27,3850.000000,3995.000000,3830.000000,3936.750000,3936.750000,2375899
2023-01-30,3940.000000,3948.949951,3818.850098,3841.149902,3841.149902,654472
2023-01-31,3878.000000,3878.000000,3801.000000,3818.250000,3818.250000,359118
2023-02-01,3829.449951,3886.399902,3760.100098,3811.300049,3811.300049,328212
2023-02-02,3799.000000,3859.100098,3740.000000,3790.699951,3790.699951,309024
2023-02-03,3785.000000,3858.000000,3769.199951,3852.550049,3852.550049,242350
2023-02-06,3846.550049,3869.699951,3804.100098,3849.100098,3849.100098,205412
2023-02-07,3873.000000,3895.000000,3818.199951,3879.449951,3879.449951,246673
2023-02-08,3898.850098,3898.850098,3835.500000,3880.300049,3880.300049,309039
2023-02-09,3879.899902,3890.500000,3832.250000,3845.750000,3845.750000,249061
2023-02-10,3845.000000,3848.949951,3800.100098,3831.649902,3831.649902,170034
2023-02-13,3850.850098,3912.600098,3824.000000,3883.500000,3883.500000,372862
2023-02-14,3894.949951,3906.949951,3862.550049,3876.100098,3876.100098,251160
2023-02-15,3866.600098,3911.899902,3850.000000,3905.399902,3905.399902,214072
2023-02-16,3910.000000,3930.949951,3892.000000,3906.600098,3906.600098,166844
2023-02-17,3890.000000,3920.000000,3872.000000,3894.300049,3894.300049,167844
2023-02-20,3894.949951,3934.949951,3893.350098,3903.800049,3903.800049,169828
2023-02-21,3927.000000,3927.000000,3824.699951,3837.100098,3837.100098,177954
2023-02-22,3837.100098,3890.250000,3814.949951,3840.699951,3840.699951,477992
2023-02-23,3847.500000,3872.750000,3815.199951,3831.899902,3831.899902,299446
2023-02-24,3833.550049,3874.899902,3833.550049,3849.949951,3849.949951,263732
2023-02-27,3799.949951,3799.949951,3626.050049,3639.850098,3639.850098,822866
2023-02-28,3647.000000,3743.000000,3625.600098,3661.199951,3661.199951,723245
2023-03-01,3670.000000,3748.350098,3636.899902,3731.649902,3731.649902,432887
2023-03-02,3731.050049,3757.350098,3680.000000,3715.250000,3715.250000,276614
2023-03-03,3720.050049,3748.000000,3697.449951,3732.000000,3732.000000,281411
2023-03-06,3721.699951,3774.000000,3718.149902,3723.050049,3723.050049,186747
2023-03-08,3723.800049,3817.800049,3711.050049,3811.199951,3811.199951,478922
2023-03-09,3811.199951,3838.750000,3801.000000,3813.500000,3813.500000,295897
2023-03-10,3830.000000,3845.399902,3798.000000,3821.899902,3821.899902,530973
2023-03-13,3822.949951,3838.000000,3768.300049,3778.449951,3778.449951,247745
2023-03-14,3778.449951,3794.449951,3735.899902,3752.899902,3752.899902,278919
2023-03-15,3774.899902,3787.500000,3720.550049,3730.000000,3730.000000,317890
2023-03-16,3740.949951,3811.000000,3740.949951,3800.199951,3800.199951,377544
2023-03-17,3817.800049,3827.949951,3792.050049,3814.399902,3814.399902,396793
2023-03-20,3790.000000,3834.949951,3785.100098,3805.000000,3805.000000,331370
2023-03-21,3806.500000,3922.000000,3796.750000,3905.699951,3905.699951,803886
2023-03-22,3921.750000,3945.500000,3888.600098,3923.949951,3923.949951,311063
2023-03-23,3902.500000,3912.399902,3853.050049,3862.949951,3862.949951,256313
2023-03-24,3845.100098,3882.899902,3812.000000,3827.899902,3827.899902,281359
2023-03-27,3834.949951,3844.300049,3800.000000,3807.550049,3807.550049,198811
2023-03-28,3821.000000,3833.800049,3769.550049,3791.600098,3791.600098,144400
2023-03-29,3810.500000,3894.000000,3800.149902,3879.300049,3879.300049,429300
2023-03-31,3875.649902,3907.850098,3860.000000,3884.750000,3884.750000,248433
2023-04-03,3904.800049,3995.000000,3888.199951,3993.750000,3993.750000,497915
2023-04-05,3994.000000,4026.949951,3960.050049,4023.149902,4023.149902,584697
2023-04-06,4028.000000,4065.000000,4020.050049,4033.600098,4033.600098,321813
2023-04-10,4035.050049,4072.000000,4030.100098,4061.600098,4061.600098,218632
2023-04-11,4080.000000,4183.549805,4070.550049,4177.399902,4177.399902,685931
2023-04-12,4177.399902,4307.350098,4170.500000,4286.000000,4286.000000,992142
2023-04-13,4270.000000,4305.950195,4260.049805,4288.350098,4288.350098,371608
2023-04-17,4311.000000,4311.000000,4221.049805,4254.350098,4254.350098,718984
2023-04-18,4254.250000,4266.100098,4175.049805,4209.250000,4209.250000,235015
2023-04-19,4184.100098,4296.899902,4180.049805,4265.799805,4265.799805,406755
2023-04-20,4265.000000,4330.500000,4252.049805,4314.350098,4314.350098,409146
2023-04-21,4323.000000,4337.000000,4283.049805,4308.299805,4308.299805,237639
2023-04-24,4308.299805,4354.950195,4282.700195,4332.100098,4332.100098,279716
2023-04-25,4340.000000,4375.000000,4316.100098,4342.549805,4342.549805,367525
2023-04-26,4345.000000,4362.649902,4281.000000,4299.000000,4299.000000,964051
2023-04-27,4300.000000,4422.549805,4294.000000,4408.200195,4408.200195,667011
2023-04-28,4397.350098,4439.700195,4390.049805,4431.950195,4431.950195,457064
2023-05-02,4439.950195,4506.500000,4424.049805,4498.000000,4498.000000,522701
2023-05-03,4484.500000,4489.950195,4435.000000,4447.850098,4447.850098,351550
2023-05-04,4446.799805,4470.000000,4437.250000,4457.700195,4457.700195,191019
2023-05-05,4463.100098,4504.299805,4427.399902,4463.100098,4463.100098,180033
