Date,Open,High,Low,Close,Adj Close,Volume
2022-05-09,2344.949951,2370.449951,2310.000000,2344.300049,2328.801514,403218
2022-05-10,2344.300049,2441.699951,2334.949951,2415.550049,2399.580322,841473
2022-05-11,2396.250000,2433.600098,2353.000000,2389.149902,2373.354736,459255
2022-05-12,2369.000000,2401.000000,2332.149902,2384.649902,2368.884521,419477
2022-05-13,2400.000000,2483.000000,2397.850098,2432.649902,2416.567139,650616
2022-05-16,2519.899902,2628.399902,2494.649902,2617.949951,2600.642334,2801368
2022-05-17,2610.000000,2714.699951,2600.149902,2706.699951,2688.805420,1462487
2022-05-18,2699.000000,2769.899902,2683.399902,2696.000000,2678.176270,1173271
2022-05-19,2622.000000,2738.000000,2622.000000,2650.500000,2632.977051,1592952
2022-05-20,2693.949951,2720.000000,2652.149902,2707.800049,2689.898438,687007
2022-05-23,2721.000000,2767.500000,2715.050049,2741.300049,2723.176758,892535
2022-05-24,2745.949951,2769.899902,2702.100098,2719.300049,2701.322266,481731
2022-05-25,2734.000000,2749.850098,2673.000000,2686.149902,2668.391357,556605
2022-05-26,2700.100098,2738.899902,2663.949951,2725.100098,2707.083984,854405
2022-05-27,2736.199951,2765.000000,2729.699951,2742.100098,2723.971680,404877
2022-05-30,2755.300049,2796.000000,2742.850098,2758.449951,2740.213379,589423
2022-05-31,2770.000000,2818.649902,2717.199951,2780.750000,2762.365967,1766731
2022-06-01,2770.149902,2818.000000,2752.000000,2771.699951,2753.375732,358924
2022-06-02,2777.399902,2785.350098,2715.050049,2723.550049,2705.544189,558032
2022-06-03,2741.000000,2766.649902,2661.500000,2685.250000,2667.497314,808873
2022-06-06,2683.000000,2696.000000,2638.050049,2653.100098,2635.560059,906875
2022-06-07,2629.399902,2656.800049,2610.600098,2647.899902,2630.394287,453936
2022-06-08,2661.100098,2674.800049,2619.149902,2649.149902,2631.635986,260633
2022-06-09,2640.000000,2724.449951,2621.000000,2716.000000,2698.043945,531562
2022-06-10,2672.250000,2736.949951,2672.250000,2712.850098,2694.915039,666106
2022-06-13,2685.000000,2724.550049,2666.199951,2700.800049,2682.944580,556912
2022-06-14,2689.399902,2752.149902,2676.199951,2722.750000,2704.749512,739832
2022-06-15,2744.000000,2751.100098,2703.949951,2720.100098,2702.116943,339705
2022-06-16,2736.500000,2749.000000,2631.250000,2652.500000,2634.963867,542478
2022-06-17,2629.500000,2666.699951,2585.050049,2604.800049,2587.579346,836170
2022-06-20,2600.000000,2661.899902,2599.949951,2623.250000,2605.907227,717655
2022-06-21,2642.199951,2711.000000,2632.149902,2702.800049,2684.931396,1177839
2022-06-22,2699.000000,2713.000000,2642.100098,2662.750000,2645.145996,273509
2022-06-23,2665.100098,2825.000000,2665.100098,2819.050049,2800.412842,1338537
2022-06-24,2837.850098,2909.550049,2831.949951,2877.899902,2858.873535,1078547
2022-06-27,2909.000000,2909.949951,2836.000000,2848.300049,2829.469482,532402
2022-06-28,2827.699951,2886.100098,2818.750000,2863.800049,2844.866943,770778
2022-06-29,2849.100098,2922.949951,2830.000000,2886.600098,2867.516357,856258
2022-06-30,2879.949951,2910.000000,2784.050049,2794.350098,2775.876221,928852
2022-07-01,2775.000000,2809.800049,2750.399902,2782.800049,2764.402588,367512
2022-07-04,2793.800049,2805.500000,2745.750000,2796.399902,2777.912354,443843
2022-07-05,2815.000000,2843.899902,2790.000000,2805.600098,2787.051758,616329
2022-07-06,2810.000000,2920.000000,2807.000000,2907.949951,2888.725098,1058465
2022-07-07,2943.000000,2958.000000,2917.399902,2944.199951,2924.735352,650305
2022-07-08,2952.000000,2982.850098,2895.000000,2931.600098,2912.218750,617742
2022-07-11,2929.000000,3053.050049,2907.899902,3046.850098,3026.706787,1346332
2022-07-12,3038.500000,3038.500000,2941.500000,2954.050049,2934.520264,1069397
2022-07-13,2955.500000,2994.949951,2942.000000,2967.399902,2947.781982,768270
2022-07-14,2977.899902,3006.850098,2900.850098,2955.100098,2935.563477,901976
2022-07-15,2969.399902,3045.300049,2945.699951,3034.000000,3013.941650,536541
2022-07-18,3055.850098,3078.000000,3012.000000,3036.500000,3016.425293,568164
2022-07-19,3020.000000,3089.000000,3015.000000,3077.699951,3057.352783,728004
2022-07-20,3088.000000,3111.000000,3028.000000,3045.000000,3024.868896,432912
2022-07-21,3053.000000,3092.100098,3031.000000,3081.199951,3060.829590,469152
2022-07-22,3085.149902,3179.000000,3077.600098,3147.600098,3126.790771,1461794
2022-07-25,3140.000000,3153.899902,3068.100098,3086.699951,3066.293213,623585
2022-07-26,3090.000000,3098.899902,3007.949951,3023.300049,3003.312500,676813
2022-07-27,3023.300049,3063.050049,3013.500000,3057.399902,3037.187012,527215
2022-07-28,3065.100098,3080.000000,3031.100098,3054.000000,3033.809570,486390
2022-07-29,3083.000000,3145.000000,3066.399902,3093.449951,3072.998535,570564
2022-08-01,3109.899902,3175.550049,3072.399902,3088.399902,3067.981934,891876
2022-08-02,3055.000000,3148.000000,2913.050049,3120.949951,3100.316895,1843785
2022-08-03,3129.000000,3170.000000,3070.550049,3138.199951,3117.452881,1218915
2022-08-04,3151.000000,3196.500000,3101.000000,3145.800049,3125.002686,928111
2022-08-05,3152.000000,3179.800049,3066.000000,3089.600098,3069.174316,518285
2022-08-08,3090.000000,3145.100098,3072.149902,3116.750000,3096.144531,595708
2022-08-10,3132.000000,3169.350098,3117.350098,3154.550049,3133.694824,814819
2022-08-11,3256.000000,3265.949951,3139.199951,3176.449951,3155.449951,2187872
2022-08-12,3178.000000,3221.399902,3131.000000,3210.149902,3210.149902,1327610
2022-08-16,3218.000000,3342.000000,3211.000000,3338.050049,3338.050049,1700743
2022-08-17,3339.000000,3433.300049,3335.100098,3397.600098,3397.600098,1654567
2022-08-18,3400.000000,3438.000000,3374.699951,3411.399902,3411.399902,591901
2022-08-19,3412.050049,3460.000000,3394.300049,3424.100098,3424.100098,1151041
2022-08-22,3401.000000,3415.050049,3330.100098,3363.250000,3363.250000,928071
2022-08-23,3361.000000,3480.000000,3338.149902,3464.750000,3464.750000,1604447
2022-08-24,3456.050049,3473.500000,3393.050049,3450.699951,3450.699951,856684
2022-08-25,3455.000000,3513.699951,3408.800049,3481.449951,3481.449951,1244869
2022-08-26,3440.000000,3453.800049,3341.100098,3355.100098,3355.100098,1742915
2022-08-29,3289.000000,3338.800049,3242.649902,3291.600098,3291.600098,1436918
2022-08-30,3321.800049,3397.600098,3317.000000,3358.750000,3358.750000,1236651
2022-09-01,3241.000000,3434.899902,3241.000000,3411.600098,3411.600098,1592544
2022-09-02,3451.000000,3469.000000,3415.000000,3422.100098,3422.100098,1038097
2022-09-05,3444.949951,3447.000000,3379.050049,3400.500000,3400.500000,561306
2022-09-06,3412.000000,3424.100098,3400.000000,3410.350098,3410.350098,355149
2022-09-07,3360.699951,3419.000000,3360.699951,3383.649902,3383.649902,662832
2022-09-08,3400.600098,3463.500000,3400.600098,3425.750000,3425.750000,640524
2022-09-09,3460.000000,3483.000000,3427.050049,3473.149902,3473.149902,567370
2022-09-12,3484.000000,3553.000000,3465.100098,3538.949951,3538.949951,761569
2022-09-13,3555.000000,3582.100098,3510.500000,3522.000000,3522.000000,528699
2022-09-14,3452.000000,3563.949951,3452.000000,3541.800049,3541.800049,508971
2022-09-15,3559.550049,3672.000000,3553.350098,3622.250000,3622.250000,1625125
2022-09-16,3635.000000,3640.399902,3530.199951,3549.000000,3549.000000,957393
2022-09-19,3549.949951,3633.699951,3493.449951,3590.250000,3590.250000,517408
2022-09-20,3624.649902,3738.250000,3620.000000,3711.550049,3711.550049,854400
2022-09-21,3720.000000,3787.250000,3671.350098,3682.050049,3682.050049,883098
